Line Number,Lines of Code,Function Name,Module,Source Code
32858,11,assert_warn,???BL602 WiFi,
32869,11,coex_dump_pta,???BL602 WiFi,
32880,9,coex_dump_wifi,???BL602 WiFi,
32889,15,coex_wifi_rf_forece_enable,???BL602 WiFi,
32904,21,coex_wifi_pti_forece_enable,???BL602 WiFi,
32925,34,coex_wifi_pta_forece_enable,???BL602 WiFi,
32959,51,wifi_main,???BL602 WiFi,
33010,24,ipc_emb_notify,???BL602 WiFi,
33034,13,ipc_emb_wait,???BL602 WiFi,
33047,20,ipc_emb_init,???BL602 WiFi,
33067,19,ipc_emb_tx_irq,???BL602 WiFi,
33086,51,ipc_emb_tx_evt,???BL602 WiFi,
33137,26,ipc_emb_cfmback_irq,???BL602 WiFi,
33163,12,ipc_emb_txcfm_ind,???BL602 WiFi,
33175,15,ipc_emb_msg_irq,???BL602 WiFi,
33190,51,ipc_emb_msg_evt,???BL602 WiFi,
33241,11,ipc_emb_msg_dma_int_handler,???BL602 WiFi,
33252,11,ipc_emb_dbg_dma_int_handler,???BL602 WiFi,
33263,9,ipc_emb_dump,???BL602 WiFi,
33272,12,rf_set_channel,BL602 PHY,
33284,11,rf_dump_status,BL602 PHY,
33295,15,mdm_txcbwmax_setf,,
33310,25,phy_config_rxgain,BL602 PHY,
33335,36,agc_config,,
33371,10,mdm_reset,,
33381,22,phy_powroffset_set,,
33403,58,phy_hw_set_channel,BL602 PHY,https://github.com/lupyuen/bl602-604/blob/master/components/bl602/bl602_wifi/plf/refip/src/driver/phy/bl602_phy_rf/phy_bl602.c#L330
33461,12,phy_get_channel,BL602 PHY,
33473,24,phy_set_channel,BL602 PHY,
33497,13,phy_get_version,BL602 PHY,
33510,17,phy_vht_supported,BL602 PHY,
33527,93,phy_init,BL602 PHY,https://github.com/lupyuen/bl602-604/blob/master/components/bl602/bl602_wifi/plf/refip/src/driver/phy/bl602_phy_rf/phy_bl602.c#L474-L492
33620,11,phy_get_nss,BL602 PHY,
33631,9,phy_get_ntx,BL602 PHY,
33640,11,phy_stop,BL602 PHY,
33651,9,phy_ldpc_tx_supported,BL602 PHY,
33660,9,phy_get_mac_freq,BL602 PHY,
33669,13,phy_get_rf_gain_idx,BL602 PHY,
33682,15,phy_get_rf_gain_capab,BL602 PHY,
33697,9,mpif_clk_init,,
33706,11,phy_mdm_isr,BL602 PHY,
33717,16,phy_rc_isr,BL602 PHY,
33733,35,pa_init,BL602 PHY,
33768,41,pa_input,BL602 PHY,
33809,140,pa_adapt,BL602 PHY,https://github.com/lupyuen/bl602-604/blob/master/components/bl602/bl602_wifi/plf/refip/src/driver/phy/bl602_phy_rf/phy_adapt.c#L277
33949,11,hal_get_capcode,BL602 HAL,
33960,10,hal_set_capcode,BL602 HAL,
33970,10,hal_get_temperature,BL602 HAL,
33980,10,hal_set_temperature,BL602 HAL,
33990,28,trpc_update_power,BL602 PHY,
34018,10,trpc_power_get,BL602 PHY,
34028,20,trpc_update_power_11b,BL602 PHY,
34048,21,trpc_update_power_11g,BL602 PHY,
34069,21,trpc_update_power_11n,BL602 PHY,
34090,18,trpc_init,BL602 PHY,
34108,9,trpc_get_rf_max_power,BL602 PHY,
34117,9,trpc_get_rf_min_power,BL602 PHY,
34126,61,trpc_get_power_idx,BL602 PHY,https://github.com/lupyuen/bl602-604/blob/master/components/bl602/bl602_wifi/plf/refip/src/driver/phy/bl602_phy_rf/phy_trpc.c#L121
34187,29,trpc_get_default_power_idx,BL602 PHY,
34216,17,trpc_update_vs_channel,BL602 PHY,
34233,16,trpc_update_vs_temperature,BL602 PHY,
34249,16,phy_tcal_reset,BL602 PHY,
34265,10,phy_tcal_start,BL602 PHY,
34275,15,phy_tcal_txpwr,BL602 PHY,
34290,43,phy_tcal_handle,BL602 PHY,
34333,17,phy_tcal_callback,BL602 PHY,
34350,12,rf_fsm_ctrl_en_setf,BL602 PHY,
34362,12,rf_fsm_st_dbg_en_setf,BL602 PHY,
34374,12,rf_tx_dvga_gain_qdb_gc3_setf,BL602 PHY,
34386,12,rf_tx_dvga_gain_qdb_gc2_setf,BL602 PHY,
34398,12,rf_tx_dvga_gain_qdb_gc1_setf,BL602 PHY,
34410,12,rf_tx_dvga_gain_qdb_gc0_setf,BL602 PHY,
34422,12,rf_tx_dvga_gain_qdb_gc7_setf,BL602 PHY,
34434,12,rf_tx_dvga_gain_qdb_gc6_setf,BL602 PHY,
34446,12,rf_tx_dvga_gain_qdb_gc5_setf,BL602 PHY,
34458,12,rf_tx_dvga_gain_qdb_gc4_setf,BL602 PHY,
34470,12,rf_tx_dvga_gain_qdb_gc11_setf,BL602 PHY,
34482,12,rf_tx_dvga_gain_qdb_gc10_setf,BL602 PHY,
34494,12,rf_tx_dvga_gain_qdb_gc9_setf,BL602 PHY,
34506,12,rf_tx_dvga_gain_qdb_gc8_setf,BL602 PHY,
34518,12,rf_tx_dvga_gain_qdb_gc15_setf,BL602 PHY,
34530,12,rf_tx_dvga_gain_qdb_gc14_setf,BL602 PHY,
34542,12,rf_tx_dvga_gain_qdb_gc13_setf,BL602 PHY,
34554,10,rf_tx_dvga_gain_qdb_gc12_setf,BL602 PHY,
34564,18,wait_us,,
34582,23,_print_channel_info,,
34605,155,rfc_init,BL602 PHY,https://github.com/lupyuen/bl602-604/blob/master/components/bl602/bl602_wifi/plf/refip/src/driver/phy/bl602_phy_rf/phy_trpc.c#L121
34760,13,rfc_rxdfe_set_notch0,BL602 PHY,
34773,46,rfc_config_channel,BL602 PHY,https://github.com/lupyuen/bl602-604/blob/master/components/bl602/bl602_wifi/plf/refip/src/driver/phy/bl602_phy_rf/rfc_bl602.c#L786
34819,15,rfc_coex_force_to,BL602 PHY,
34834,16,rfc_get_power_level,BL602 PHY,
34850,28,rfc_apply_tx_dvga,BL602 PHY,
34878,64,rfc_apply_tx_power_offset,BL602 PHY,
34942,44,rf_pri_set_gain_table_regs,BL602 PHY,
34986,41,rf_pri_manu_pu,BL602 PHY,
35027,37,rf_pri_save_state_for_cal,BL602 PHY,
35064,37,rf_pri_restore_state_for_cal,BL602 PHY,
35101,12,rf_pri_singen_start,BL602 PHY,
35113,19,rf_pri_pm_pwr,BL602 PHY,
35132,12,rf_pri_start_txdfe,BL602 PHY,
35144,21,rf_pri_pm_pwr_avg,BL602 PHY,
35165,55,rf_pri_txcal_config_hw,BL602 PHY,
35220,16,rf_pri_fcal_meas,BL602 PHY,
35236,12,rf_pri_rccal_config,BL602 PHY,
35248,17,rf_pri_rccal_config,BL602 PHY,
35265,39,rf_pri_txcal_config,BL602 PHY,
35304,69,rf_pri_txcal_search_core,BL602 PHY,
35373,14,rf_pri_singen_config,BL602 PHY,
35387,75,rf_pri_rccal_iq,BL602 PHY,
35462,30,rf_pri_config_channel,BL602 PHY,
35492,55,rf_pri_roscal_iq,BL602 PHY,
35547,118,rf_pri_chipv,BL602 PHY,
35665,24,rf_pri_update_tx_power_offset,BL602 PHY,
35689,21,rf_pri_get_notch_param,BL602 PHY,
35710,137,rf_pri_update_param,BL602 PHY,
35847,369,rf_pri_xtalfreq,BL602 PHY,https://github.com/lupyuen/bl602-604/blob/master/components/bl602/bl602_wifi/plf/refip/src/driver/phy/bl602_phy_rf/rf/Src/bl602_rf_private.c#L802
36216,17,rf_pri_get_vco_freq_cw,BL602 PHY,
36233,17,rf_pri_get_vco_idac_cw,BL602 PHY,
36250,9,rf_pri_get_txgain_max,BL602 PHY,
36259,9,rf_pri_get_txgain_min,BL602 PHY,
36268,25,rf_pri_get_txgain_index,BL602 PHY,
36293,14,rf_pri_query_txgain_table,BL602 PHY,
36307,21,rf_pri_update_dvga_os,BL602 PHY,
36328,89,rf_pri_tx_gain_comp,BL602 PHY,
36417,100,rf_pri_txcal,BL602 PHY,
36517,53,rf_pri_roscal,BL602 PHY,
36570,84,rf_pri_rccal,BL602 PHY,
36654,52,rf_pri_lo_acal,BL602 PHY,
36706,102,rf_pri_fcal,BL602 PHY,
36808,20,rf_pri_full_cal,BL602 PHY,
36828,33,rf_pri_restore_cal_reg,BL602 PHY,
36861,47,rf_pri_init,BL602 PHY,
36908,19,rf_pri_update_power_offset,BL602 PHY,
36927,26,phyif_utils_decode,,
36953,11,sysctrl_init,,
36964,10,intc_spurious,,
36974,10,intc_enable_irq,,
36984,32,intc_init,,
37016,21,mac_irq,,
37037,14,bl_irq_handler,BL602 HAL (IRQ),
37051,19,blmac_pwr_mgt_setf,,
37070,66,chan_get_next_chan,???RivieraWaves CHAN,
37136,11,chan_conn_less_delay_prog,???RivieraWaves CHAN,
37147,21,chan_upd_nb_rem_slots,???RivieraWaves CHAN,
37168,17,chan_tbtt_detect_conflict,???RivieraWaves CHAN,
37185,83,chan_tbtt_insert,???RivieraWaves CHAN,
37268,55,chan_upd_ctxt_status,???RivieraWaves CHAN,
37323,29,chan_switch_start,???RivieraWaves CHAN,
37352,36,chan_conn_less_delay_evt,???RivieraWaves CHAN,
37388,37,chan_tbtt_switch_evt,???RivieraWaves CHAN,
37425,47,chan_tbtt_schedule,???RivieraWaves CHAN,
37472,89,chan_cde_evt,???RivieraWaves CHAN,
37561,101,chan_pre_switch_channel,???RivieraWaves CHAN,https://github.com/lupyuen/AliOS-Things/blob/master/platform/mcu/bk7231u/beken/ip/lmac/src/chan/chan.c#L1043
37662,49,chan_goto_idle_cb,???RivieraWaves CHAN,
37711,21,chan_tx_cfm,???RivieraWaves CHAN,
37732,72,chan_ctxt_op_evt,???RivieraWaves CHAN,
37804,36,chan_init,???RivieraWaves CHAN,
37840,34,chan_scan_req,???RivieraWaves CHAN,
37874,81,chan_roc_req,???RivieraWaves CHAN,
37955,40,chan_ctxt_add,???RivieraWaves CHAN,
37995,23,chan_ctxt_del,???RivieraWaves CHAN,
38018,29,chan_ctxt_update,???RivieraWaves CHAN,
38047,21,chan_tbtt_switch_update,???RivieraWaves CHAN,
38068,42,chan_bcn_to_evt,???RivieraWaves CHAN,
38110,32,chan_bcn_detect_start,???RivieraWaves CHAN,
38142,21,chan_is_on_channel,???RivieraWaves CHAN,
38163,18,chan_is_tx_allowed,???RivieraWaves CHAN,
38181,15,chan_is_on_operational_channel,???RivieraWaves CHAN,
38196,42,chan_update_tx_power,???RivieraWaves CHAN,
38238,47,chan_ctxt_link,???RivieraWaves CHAN,
38285,60,chan_ctxt_unlink,???RivieraWaves CHAN,
38345,13,hal_dma_init,???RivieraWaves HAL,https://github.com/lupyuen/AliOS-Things/blob/master/platform/mcu/bk7231u/beken/ip/lmac/src/hal/hal_dma.c#L70
38358,34,hal_dma_push,???RivieraWaves HAL,
38392,26,hal_dma_evt,???RivieraWaves HAL,
38418,17,blmac_soft_reset_getf,???BL602 WiFi,
38435,14,blmac_wt_2_crypt_clk_ratio_setf,???BL602 WiFi,
38449,12,blmac_rx_flow_cntrl_en_setf,???BL602 WiFi,
38461,12,blmac_key_sto_ram_reset_setf,???BL602 WiFi,
38473,21,hal_machw_idle_req,???RivieraWaves HAL,
38494,18,hal_machw_stop,???RivieraWaves HAL,
38512,103,hal_machw_init,???RivieraWaves HAL,https://github.com/lupyuen/AliOS-Things/blob/master/platform/mcu/bk7231u/beken/ip/lmac/src/hal/hal_machw.c#L188
38615,13,hal_machw_disable_int,???RivieraWaves HAL,
38628,27,hal_machw_reset,???RivieraWaves HAL,
38655,12,hal_machw_search_addr,???RivieraWaves HAL,
38667,16,hal_machw_monitor_mode,???RivieraWaves HAL,
38683,27,hal_machw_sleep_check,???RivieraWaves HAL,
38710,156,hal_machw_gen_handler,???RivieraWaves HAL,
38866,12,hal_mib_dump,???RivieraWaves HAL,
38878,36,mm_monitor_channel_req_handler,???RivieraWaves MM,
38914,32,mm_monitor_enable_req_handler,???RivieraWaves MM,
38946,21,mm_cfg_rssi_req_handler,???RivieraWaves MM,
38967,20,mm_set_ps_options_req_handler,???RivieraWaves MM,
38987,11,mm_tim_update_req_handler,???RivieraWaves MM,
38998,11,mm_bcn_change_req_handler,???RivieraWaves MM,
39009,25,mm_remain_on_channel_req_handler,???RivieraWaves MM,
39034,12,mm_sta_del_req_handler,???RivieraWaves MM,
39046,19,mm_sta_add_req_handler,???RivieraWaves MM,
39065,15,mm_key_del_req_handler,???RivieraWaves MM,
39080,27,mm_key_add_req_handler,???RivieraWaves MM,
39107,22,mm_set_power_req_handler,???RivieraWaves MM,
39129,48,mm_set_idle_req_handler,???RivieraWaves MM,
39177,17,mm_reset_req_handler,???RivieraWaves MM,
39194,18,mm_version_req_handler,???RivieraWaves MM,
39212,28,mm_start_req_handler,???RivieraWaves MM,
39240,27,mm_set_ps_mode_req_handler,???RivieraWaves MM,
39267,32,mm_force_idle_req_handler,???RivieraWaves MM,
39299,250,mm_hw_config_handler,???RivieraWaves MM,
39549,37,bl60x_edca_get,,
39586,21,bl_init,,
39607,17,bl_reset_evt,,
39624,41,bl_sleep,,
39665,30,bl_nap_calculate,,
39695,22,rx_swdesc_init,,
39717,19,scan_cancel_req_handler,RivieraWaves SCAN,
39736,35,scan_start_req_handler,RivieraWaves SCAN,
39771,36,mm_scan_channel_end_ind_handler,???RivieraWaves MM,
39807,27,mm_scan_channel_start_ind_handler,???RivieraWaves MM,
39834,13,txl_buffer_reinit,???RivieraWaves TXL,
39847,64,txl_buffer_init,???RivieraWaves TXL,
39911,11,txl_buffer_reset,???RivieraWaves TXL,
39922,43,txl_buffer_alloc,???RivieraWaves TXL,
39965,52,txl_buffer_update_thd,???RivieraWaves TXL,
40017,15,txl_cfm_init,???RivieraWaves TXL,
40032,15,txl_cfm_push,???RivieraWaves TXL,
40047,24,txl_cfm_evt,???RivieraWaves TXL,
40071,37,txl_cfm_flush,???RivieraWaves TXL,
40108,11,txl_cfm_dma_int_handler,???RivieraWaves TXL,
40119,24,txl_cfm_dump,???RivieraWaves TXL,
40143,11,bam_init,,
40154,101,bam_send_air_action_frame,,
40255,49,rxu_mgt_ind_handler,???RivieraWaves RXU,
40304,20,co_pack8p,RivieraWaves CO,
40324,37,phy_freq_to_channel,BL602 PHY,
40361,30,phy_channel_to_freq,BL602 PHY,
40391,19,me_add_ie_ssid,RivieraWaves ME,
40410,26,me_add_ie_supp_rates,RivieraWaves ME,
40436,20,me_add_ie_ext_supp_rates,RivieraWaves ME,
40456,13,me_add_ie_ds,RivieraWaves ME,
40469,13,me_add_ie_erp,RivieraWaves ME,
40482,86,me_add_ie_rsn,RivieraWaves ME,
40568,54,me_add_ie_wpa,RivieraWaves ME,
40622,13,me_add_ie_tim,RivieraWaves ME,
40635,28,me_add_ie_ht_capa,RivieraWaves ME,
40663,33,me_add_ie_ht_oper,RivieraWaves ME,
40696,34,me_build_authenticate,RivieraWaves ME,
40730,13,me_build_deauthenticate,RivieraWaves ME,
40743,165,me_build_associate_req,RivieraWaves ME,https://github.com/lupyuen/AliOS-Things/blob/master/platform/mcu/bk7231u/beken/ip/umac/src/me/me_mgmtframe.c#L386
40908,25,me_build_add_ba_req,RivieraWaves ME,
40933,27,me_build_add_ba_rsp,RivieraWaves ME,
40960,21,me_build_del_ba,RivieraWaves ME,
40981,47,me_extract_rate_set,RivieraWaves ME,
41028,18,me_extract_power_constraint,RivieraWaves ME,
41046,43,me_extract_country_reg,RivieraWaves ME,
41089,20,me_extract_mobility_domain,RivieraWaves ME,
41109,87,me_extract_csa,RivieraWaves ME,
41196,127,me_build_beacon,RivieraWaves ME,
41323,97,me_build_probe_rsp,RivieraWaves ME,
41420,86,me_build_associate_rsp,RivieraWaves ME,
41506,34,me_rc_set_rate_req_handler,RivieraWaves ME,
41540,38,me_rc_stats_req_handler,RivieraWaves ME,
41578,41,me_traffic_ind_req_handler,RivieraWaves ME,
41619,23,me_sta_del_req_handler,RivieraWaves ME,
41642,27,me_set_control_port_req_handler,RivieraWaves ME,
41669,12,me_chan_config_req_handler,RivieraWaves ME,
41681,21,mm_set_ps_mode_cfm_handler,???RivieraWaves MM,
41702,20,mm_set_idle_cfm_handler,???RivieraWaves MM,
41722,35,me_config_req_handler,RivieraWaves ME,
41757,43,me_set_ps_disable_req_handler,RivieraWaves ME,
41800,44,me_set_active_req_handler,RivieraWaves ME,
41844,100,me_sta_add_req_handler,RivieraWaves ME,
41944,10,cfm_raw_send,,
41954,33,scanu_raw_send_req_handler,RivieraWaves SCANU,
41987,20,scanu_join_req_handler,RivieraWaves SCANU,
42007,16,scanu_start_req_handler,RivieraWaves SCANU,
42023,13,rxu_mgt_ind_handler,???RivieraWaves RXU,
42036,11,scan_done_ind_handler,RivieraWaves SCAN,
42047,15,scan_start_cfm_handler,RivieraWaves SCAN,
42062,28,me_set_ps_disable_cfm_handler,RivieraWaves ME,
42090,18,mm_bss_param_setting_handler,???RivieraWaves MM,
42108,19,sm_rsp_timeout_ind_handler,RivieraWaves SM,
42127,28,scanu_start_cfm_handler,RivieraWaves SCANU,
42155,26,mm_connection_loss_ind_handler,???RivieraWaves MM,
42181,69,scanu_join_cfm_handler,RivieraWaves SCANU,
42250,91,sm_connect_req_handler,RivieraWaves SM,https://github.com/lupyuen/AliOS-Things/blob/master/platform/mcu/bk7231u/beken/ip/umac/src/sm/sm_task.c#L79
42341,40,rxu_mgt_ind_handler,???RivieraWaves RXU,
42381,43,mm_set_vif_state_cfm_handler,???RivieraWaves MM,
42424,45,me_set_active_cfm_handler,RivieraWaves ME,
42469,38,mm_sta_add_cfm_handler,???RivieraWaves MM,
42507,21,sm_disconnect_req_handler,RivieraWaves SM,
42528,25,apm_sta_connect_timeout_ind_handler,???RivieraWaves APM,
42553,48,rxu_mgt_ind_handler,???RivieraWaves RXU,
42601,17,apm_sta_add_cfm_handler,???RivieraWaves APM,
42618,21,apm_sta_del_req_handler,???RivieraWaves APM,
42639,20,apm_stop_cac_req_handler,???RivieraWaves APM,
42659,18,apm_conf_max_sta_req_handler,???RivieraWaves APM,
42677,49,apm_start_cac_req_handler,???RivieraWaves APM,
42726,26,me_set_ps_disable_cfm_handler,RivieraWaves ME,
42752,18,mm_bss_param_setting_handler,???RivieraWaves MM,
42770,18,mm_bcn_change_cfm_handler,???RivieraWaves MM,
42788,34,apm_stop_req_handler,???RivieraWaves APM,
42822,142,apm_start_req_handler,???RivieraWaves APM,
42964,29,me_set_active_cfm_handler,RivieraWaves ME,
42993,18,hostapd_mgt_ind_handler,,
43011,31,dump_cfg_entries,,
43042,29,cfg_start_req_handler,???RivieraWaves CFG,
43071,12,dbg_init,,
43083,30,dbg_test_print,,
43113,17,dbg_get_sys_stat_req_handler,,
43130,19,dbg_mem_write_req_handler,,
43149,16,dbg_mem_read_req_handler,,
43165,13,dbg_set_sev_filter_req_handler,,
43178,53,dbg_set_mod_filter_req_handler,,
43231,10,bl_aes_128,,
43241,22,xor_128,,
43263,25,leftshift_onebit,,
43288,30,generate_subkey,,
43318,26,padding,,
43344,54,bl_aes_cmac,,
43398,20,BL_AES_MEMCMP,,
43418,16,BL_AES_MEMSET,,
43434,27,BL_AES_MEMCPY,,
43461,15,BL_AesEncrypt,,
43476,44,BL_AesWrap,,
43520,52,BL_AesUnWrap,,
43572,49,Bl_hmac_md5,,
43621,58,Bl_hmac_sha1,,
43679,43,Bl_PRF,,
43722,186,wpa_MD5Transform,,
43908,15,wpa_MD5Init,,
43923,35,wpa_MD5Update,,
43958,26,wpa_MD5Final,,
43984,43,rijndaelKeySetupEnc,,
44027,66,rijndael_set_key,,
44093,100,rijndael_decrypt,,
44193,100,rijndael_encrypt,,
44293,122,Bl_SHA1ProcessMessageBlock,,
44415,21,Bl_SHA1Init,,
44436,77,Bl_SHA1Final,,
44513,51,Bl_SHA1Update,,
44564,15,supplicantRestoreDefaults,,
44579,12,supplicantFuncInit,,
44591,23,ap_setpsk,,
44614,33,ap_resetConfiguration,,
44647,33,InitializeAp,,
44680,25,bl60x_check_mac_status,,
44705,35,helper_record_dump,,
44740,17,helper_record_rc_rf_states,,
44757,44,helper_record_all_states,,
44801,9,ipc_emb2app_rawstatus_get,???BL602 WiFi,
44810,27,ipc_host_init,BL602 WiFi Driver,https://github.com/lupyuen/bl_iot_sdk/blob/master/components/bl602/bl602_wifidrv/bl60x_wifi_driver/ipc_host.c#L74
44837,23,ipc_host_msg_push,BL602 WiFi Driver,
44860,12,ipc_host_get_rawstatus,BL602 WiFi Driver,
44872,28,ipc_host_txdesc_get,BL602 WiFi Driver,
44900,18,ipc_host_txdesc_push,BL602 WiFi Driver,
44918,66,ipc_host_irq,BL602 WiFi Driver,https://github.com/lupyuen/bl_iot_sdk/blob/master/components/bl602/bl602_wifidrv/bl60x_wifi_driver/ipc_host.c#L341
44984,12,ipc_host_enable_irq,BL602 WiFi Driver,
44996,10,ipc_host_disable_irq_e2a,BL602 WiFi Driver,
45006,10,bl_main_disconnect,BL602 WiFi Driver,https://github.com/lupyuen/bl_iot_sdk/blob/master/components/bl602/bl602_wifidrv/bl60x_wifi_driver/bl_main.c#L218
45016,12,bl_main_powersaving,BL602 WiFi Driver,
45028,12,bl_main_denoise,BL602 WiFi Driver,
45040,14,bl_main_monitor,BL602 WiFi Driver,
45054,18,bl_main_phy_up,BL602 WiFi Driver,
45072,13,bl_main_monitor_channel_set,BL602 WiFi Driver,
45085,15,bl_main_if_remove,BL602 WiFi Driver,
45100,12,bl_main_raw_send,BL602 WiFi Driver,
45112,12,bl_main_rate_config,BL602 WiFi Driver,
45124,11,bl_main_set_country_code,BL602 WiFi Driver,
45135,9,bl_main_get_channel_nums,BL602 WiFi Driver,
45144,43,bl_main_if_add,BL602 WiFi Driver,
45187,24,bl_main_apm_start,BL602 WiFi Driver,
45211,16,bl_main_apm_stop,BL602 WiFi Driver,
45227,10,bl_main_apm_sta_cnt_get,BL602 WiFi Driver,
45237,24,bl_main_apm_sta_info_get,BL602 WiFi Driver,
45261,26,bl_main_apm_sta_delete,BL602 WiFi Driver,
45287,21,bl_main_apm_remove_all_sta,BL602 WiFi Driver,
45308,12,bl_main_conf_max_sta,BL602 WiFi Driver,
45320,13,bl_main_cfg_task_req,BL602 WiFi Driver,
45333,10,bl_main_scan,BL602 WiFi Driver,
45343,20,bl_cfg80211_connect,BL602 WiFi Driver,
45363,31,bl_main_connect,BL602 WiFi Driver,
45394,11,bl_main_event_handle,BL602 WiFi Driver,
45405,10,bl_main_lowlevel_init,BL602 WiFi Driver,
45415,55,bl_main_rtthread_start,BL602 WiFi Driver,
45470,73,bl_handle_dynparams,BL602 WiFi Driver,
45543,63,bl_send_msg,BL602 WiFi Driver,
45606,26,bl_msg_zalloc,BL602 WiFi Driver,
45632,32,bl_msg_update_channel_cfg,BL602 WiFi Driver,
45664,9,bl_msg_get_channel_nums,BL602 WiFi Driver,
45673,18,bl_send_reset,BL602 WiFi Driver,
45691,19,bl_send_monitor_enable,BL602 WiFi Driver,
45710,43,bl_send_monitor_channel_set,BL602 WiFi Driver,
45753,18,bl_send_version_req,BL602 WiFi Driver,
45771,38,bl_send_me_config_req,BL602 WiFi Driver,
45809,41,bl_send_me_chan_config_req,BL602 WiFi Driver,
45850,20,bl_send_me_rate_config_req,BL602 WiFi Driver,
45870,22,bl_send_start,BL602 WiFi Driver,
45892,44,bl_send_add_if,BL602 WiFi Driver,
45936,19,bl_send_remove_if,BL602 WiFi Driver,
45955,43,bl_send_scanu_req,BL602 WiFi Driver,
45998,23,bl_send_scanu_raw_send,BL602 WiFi Driver,
46021,121,bl_send_sm_connect_req,BL602 WiFi Driver,https://github.com/lupyuen/bl_iot_sdk/blob/master/components/bl602/bl602_wifidrv/bl60x_wifi_driver/bl_msg_tx.c#L722
46142,20,bl_send_sm_disconnect_req,BL602 WiFi Driver,
46162,19,bl_send_mm_powersaving_req,BL602 WiFi Driver,
46181,19,bl_send_mm_denoise_req,BL602 WiFi Driver,
46200,64,bl_send_apm_start_req,BL602 WiFi Driver,
46264,19,bl_send_apm_stop_req,BL602 WiFi Driver,
46283,20,bl_send_apm_sta_del_req,BL602 WiFi Driver,
46303,19,bl_send_apm_conf_max_sta_req,BL602 WiFi Driver,
46322,52,bl_send_cfg_task_req,BL602 WiFi Driver,
46374,16,bl_platform_on,BL602 WiFi Driver,
46390,9,bl_rx_chan_pre_switch_ind,BL602 WiFi Driver,https://github.com/lupyuen/bl_iot_sdk/blob/master/components/bl602/bl602_wifidrv/bl60x_wifi_driver/bl_rx.c#L255
46399,14,bl_rx_rssi_status_ind,BL602 WiFi Driver,
46413,18,bl_rx_apm_sta_del_ind,BL602 WiFi Driver,
46431,38,bl_rx_apm_sta_add_ind,BL602 WiFi Driver,
46469,19,notify_event_scan_done,BL602 WiFi Driver,
46488,10,bl_rx_scanu_join_cfm,BL602 WiFi Driver,
46498,12,bl_rx_scanu_start_cfm,BL602 WiFi Driver,
46510,21,bl_rx_chan_switch_ind,BL602 WiFi Driver,
46531,86,bl_rx_sm_connect_ind,BL602 WiFi Driver,
46617,37,bl_rx_sm_disconnect_ind,BL602 WiFi Driver,
46654,168,bl_rx_scanu_result_ind,BL602 WiFi Driver,
46822,9,bl_rx_mesh_path_update_ind,BL602 WiFi Driver,
46831,9,bl_rx_mesh_proxy_update_ind,BL602 WiFi Driver,
46840,9,bl_rx_remain_on_channel_exp_ind,BL602 WiFi Driver,
46849,9,bl_rx_ps_change_ind,BL602 WiFi Driver,
46858,9,bl_rx_traffic_req_ind,BL602 WiFi Driver,
46867,9,bl_rx_csa_counter_ind,BL602 WiFi Driver,
46876,9,bl_rx_csa_finish_ind,BL602 WiFi Driver,
46885,9,bl_rx_csa_traffic_ind,BL602 WiFi Driver,
46894,9,bl_rx_channel_survey_ind,BL602 WiFi Driver,
46903,9,bl_rx_dbg_error_ind,BL602 WiFi Driver,
46912,9,bl_rx_tdls_chan_switch_cfm,BL602 WiFi Driver,
46921,9,bl_rx_tdls_chan_switch_ind,BL602 WiFi Driver,
46930,9,bl_rx_tdls_chan_switch_base_ind,BL602 WiFi Driver,
46939,9,bl_rx_tdls_peer_ps_ind,BL602 WiFi Driver,
46948,9,bl_rx_me_tkip_mic_failure_ind,BL602 WiFi Driver,
46957,9,bl_rx_me_tx_credits_update_ind,BL602 WiFi Driver,
46966,9,bl_rx_mesh_path_create_cfm,BL602 WiFi Driver,
46975,9,bl_rx_mesh_peer_update_ind,BL602 WiFi Driver,
46984,11,bl_rx_sm_connect_ind_cb_register,BL602 WiFi Driver,
46995,11,bl_rx_sm_disconnect_ind_cb_register,BL602 WiFi Driver,
47006,11,bl_rx_beacon_ind_cb_register,BL602 WiFi Driver,
47017,10,bl_rx_probe_resp_ind_cb_register,BL602 WiFi Driver,
47027,11,bl_rx_pkt_cb_register,BL602 WiFi Driver,
47038,11,bl_rx_pkt_cb_unregister,BL602 WiFi Driver,
47049,11,bl_rx_rssi_cb_register,BL602 WiFi Driver,
47060,11,bl_rx_event_register,BL602 WiFi Driver,
47071,14,bl_rx_e2a_handler,BL602 WiFi Driver,
47085,16,bl_rx_pkt_cb,BL602 WiFi Driver,
47101,30,bl_tx_push,BL602 WiFi Driver,
47131,23,bl_tx_resend,BL602 WiFi Driver,
47154,18,bl_tx_try_flush,BL602 WiFi Driver,
47172,31,bl_txdatacfm,BL602 WiFi Driver,
47203,14,bl_tx_notify,BL602 WiFi Driver,
47217,97,bl_output,BL602 WiFi Driver,
47314,9,bl_radarind,BL602 WiFi Driver,
47323,10,bl_msgackind,BL602 WiFi Driver,
47333,9,bl_prim_tbtt_ind,BL602 WiFi Driver,
47342,10,my_pbuf_free_custom,BL602 WiFi Driver,
47352,9,bl_dbgind,BL602 WiFi Driver,
47361,9,bl_sec_tbtt_ind,BL602 HAL (Security),
47370,11,my_pbuf_free_custom_fake,BL602 WiFi Driver,
47381,163,tcpip_stack_input,BL602 WiFi Driver,
47544,22,bl_utils_idx_lookup,BL602 WiFi Driver,
47566,25,bl_ipc_init,BL602 WiFi Driver,
